id;Klient;Kwota;Pracownik;Czas
4538;223;3,04;1;2018-01-15 10:58
4539;350;2,7;1;2018-01-15 11:27
4540;245;0,02;3;2018-01-15 12:37
4541;271;2,4;1;2018-01-15 13:05
4542;627;2,55;2;2018-01-15 13:10
4543;632;0,45;3;2018-01-15 13:31
4544;269;1,72;2;2018-01-15 14:12
4545;121;2,66;1;2018-01-15 14:41
4546;48;0,98;1;2018-01-15 15:05
4547;341;2,73;1;2018-01-15 16:30
4548;84;0,42;1;2018-01-15 17:14
4549;65;1,39;3;2018-01-15 17:24
4550;332;2,47;1;2018-01-15 18:49
4551;442;3,21;3;2018-01-15 19:05
4552;306;0,94;2;2018-01-15 19:21
4553;295;2,65;3;2018-01-15 19:57
4554;444;3,07;1;2018-01-15 21:17
4555;558;2,12;2;2018-01-15 21:54
4556;226;2,33;2;2018-01-15 22:33
4557;361;1,43;1;2018-01-15 22:47
4558;51;0,86;1;2018-01-16 00:06
4559;191;3,31;1;2018-01-16 00:59
4560;527;1,53;3;2018-01-16 01:09
4561;494;1,58;3;2018-01-16 01:33
4562;471;2,83;3;2018-01-16 01:50
4563;239;3,38;1;2018-01-16 03:21
4564;473;0,65;2;2018-01-16 04:42
4565;426;1,33;1;2018-01-16 05:28
4566;490;2,6;3;2018-01-16 06:59
4567;324;0,45;3;2018-01-16 08:00
4568;254;2,72;2;2018-01-16 09:00
4569;94;3,34;3;2018-01-16 10:23
4570;52;2,53;2;2018-01-16 11:43
4571;330;3,05;3;2018-01-16 11:53
4572;92;1,9;1;2018-01-16 12:31
4573;132;0,71;1;2018-01-16 12:57
4574;249;0,79;1;2018-01-16 13:24
4575;425;0,08;2;2018-01-16 13:54
4576;130;0,16;1;2018-01-16 15:00
4577;225;2,83;1;2018-01-16 15:05
4578;263;2,76;2;2018-01-16 16:16
4579;373;2,05;2;2018-01-16 16:41
4580;398;3,39;1;2018-01-16 17:45
4581;424;0,99;1;2018-01-16 17:51
4582;441;2,43;1;2018-01-16 18:51
4583;8;1,68;1;2018-01-16 20:23
4584;350;0,84;1;2018-01-16 21:17
4585;216;0,03;3;2018-01-16 21:59
4586;25;2,42;1;2018-01-16 22:47
4587;558;2,21;1;2018-01-16 23:59
4588;359;1,77;2;2018-01-17 00:20
4589;270;1,62;1;2018-01-17 01:15
4590;97;3,4;1;2018-01-17 01:51
4591;680;0,98;3;2018-01-17 03:16
4592;576;2,87;3;2018-01-17 03:33
4593;686;1;3;2018-01-17 04:42
4594;516;1,41;1;2018-01-17 05:49
4595;379;3,38;3;2018-01-17 06:47
4596;173;1,57;2;2018-01-17 07:17
4597;44;0,64;2;2018-01-17 08:13
4598;242;2,66;3;2018-01-17 08:56
4599;205;2,05;1;2018-01-17 09:09
4600;332;1,16;3;2018-01-17 10:29
4601;105;0,89;2;2018-01-17 10:31
4602;259;2,65;1;2018-01-17 11:49
4603;81;1,01;3;2018-01-17 12:10
4604;565;0,47;1;2018-01-17 13:15
4605;430;2,98;3;2018-01-17 14:00
4606;509;1,73;1;2018-01-17 14:08
4607;314;0,09;1;2018-01-17 14:35
4608;42;1,75;1;2018-01-17 15:01
4609;46;0,63;3;2018-01-17 15:43
4610;349;0,43;2;2018-01-17 15:50
4611;61;0,56;1;2018-01-17 16:26
4612;312;3,07;2;2018-01-17 17:05
4613;154;0,8;3;2018-01-17 18:00
4614;87;0,33;1;2018-01-17 18:12
4615;297;0,68;3;2018-01-17 19:40
4616;680;1,02;1;2018-01-17 19:48
4617;548;2,06;1;2018-01-17 20:25
4618;353;3;2;2018-01-17 20:29
4619;314;3,22;3;2018-01-17 21:31
4620;154;2,91;1;2018-01-17 21:39
4621;408;2,97;2;2018-01-17 22:56
4622;99;3,32;1;2018-01-17 23:00
4623;169;0,56;1;2018-01-18 00:11
4624;482;1,31;3;2018-01-18 01:33
4625;315;1,24;1;2018-01-18 02:07
4626;148;0,94;1;2018-01-18 02:52
4627;332;0,52;1;2018-01-18 03:59
4628;186;2,42;3;2018-01-18 05:24
4629;308;2,76;3;2018-01-18 06:25
4630;161;2,78;3;2018-01-18 07:52
4631;292;0,72;3;2018-01-18 09:00
4632;691;1,86;3;2018-01-18 10:04
4633;144;2,66;2;2018-01-18 11:36
4634;324;1,18;3;2018-01-18 12:03
4635;541;2,62;3;2018-01-18 12:43
4636;1;1,83;3;2018-01-18 14:06
4637;538;0,33;2;2018-01-18 15:17
4638;292;0,86;1;2018-01-18 16:32
4639;419;1,1;2;2018-01-18 16:34
4640;444;3,1;3;2018-01-18 16:36
4641;503;2,7;3;2018-01-18 17:48
4642;336;2,78;1;2018-01-18 18:00
4643;641;2,97;3;2018-01-18 18:58
4644;360;1,01;1;2018-01-18 20:30
4645;78;1,52;3;2018-01-18 21:39
4646;51;2,72;3;2018-01-18 21:54
4647;141;1,34;1;2018-01-18 22:30
4648;374;1,76;2;2018-01-18 23:27
4649;239;1,62;2;2018-01-19 00:35
4650;302;3,24;2;2018-01-19 01:33
4651;529;2,28;3;2018-01-19 02:31
4652;554;0,62;3;2018-01-19 04:01
4653;168;1,03;1;2018-01-19 04:30
4654;386;2,89;3;2018-01-19 04:56
4655;460;0,31;2;2018-01-19 05:31
4656;673;0,26;1;2018-01-19 05:55
4657;590;1,83;1;2018-01-19 07:10
4658;666;0,09;3;2018-01-19 08:12
4659;205;0,97;3;2018-01-19 08:13
4660;429;1,97;3;2018-01-19 09:17
4661;434;1,07;3;2018-01-19 09:26
4662;12;0,21;3;2018-01-19 10:59
4663;348;2,02;3;2018-01-19 11:38
4664;296;2,63;1;2018-01-19 12:25
4665;341;3,36;3;2018-01-19 13:00
4666;385;0,12;1;2018-01-19 13:26
4667;121;1,99;3;2018-01-19 14:09
4668;294;0,78;2;2018-01-19 14:17
4669;617;0,63;3;2018-01-19 14:24
4670;290;2,09;2;2018-01-19 14:52
4671;246;1,11;3;2018-01-19 15:46
4672;402;1,32;2;2018-01-19 16:42
4673;173;0,05;2;2018-01-19 17:27
4674;160;1,35;1;2018-01-19 18:34
4675;617;1,97;1;2018-01-19 18:57
4676;321;3,03;2;2018-01-19 20:25
4677;694;2,91;1;2018-01-19 20:38
4678;168;2,14;1;2018-01-19 21:48
4679;208;2,85;1;2018-01-19 22:57
4680;199;0,28;2;2018-01-20 00:16
4681;587;0,55;1;2018-01-20 00:40
4682;665;1,66;1;2018-01-20 01:01
4683;306;0,83;3;2018-01-20 01:37
4684;568;0,55;3;2018-01-20 02:14
4685;371;0,52;3;2018-01-20 02:51
4686;493;0,94;2;2018-01-20 04:12
4687;190;2,9;3;2018-01-20 05:26
4688;662;0,25;3;2018-01-20 05:59
4689;43;2,13;3;2018-01-20 06:37
4690;98;1,52;2;2018-01-20 07:21
4691;288;0,11;2;2018-01-20 08:32
4692;57;3,29;1;2018-01-20 09:38
4693;484;1,33;3;2018-01-20 10:07
4694;101;0,33;3;2018-01-20 10:33
4695;10;1,56;3;2018-01-20 11:12
4696;22;0,57;2;2018-01-20 12:42
4697;198;1,06;3;2018-01-20 12:54
4698;361;1,73;1;2018-01-20 14:16
4699;538;0,74;3;2018-01-20 15:48
4700;457;2,76;1;2018-01-20 17:21
4701;252;1,39;1;2018-01-20 18:40
4702;327;0,86;1;2018-01-20 18:49
4703;70;2,43;2;2018-01-20 20:15
4704;126;2,87;2;2018-01-20 21:19
4705;483;0,74;1;2018-01-20 21:32
4706;405;0,87;3;2018-01-20 22:03
4707;251;0,35;1;2018-01-20 22:31
4708;352;1,13;1;2018-01-20 23:58
4709;203;2,23;1;2018-01-21 00:18
4710;245;1,31;2;2018-01-21 00:57
4711;527;2,62;3;2018-01-21 01:40
4712;412;1,44;1;2018-01-21 03:11
4713;276;1,67;2;2018-01-21 04:34
4714;194;2,81;3;2018-01-21 04:44
4715;682;2,42;3;2018-01-21 04:55
4716;174;0,31;2;2018-01-21 05:53
4717;207;0,5;2;2018-01-21 06:38
4718;61;3,27;3;2018-01-21 07:16
4719;551;2,17;3;2018-01-21 08:34
4720;478;2,6;3;2018-01-21 08:49
4721;208;1,96;2;2018-01-21 08:53
4722;40;2,59;2;2018-01-21 10:16
4723;270;1,46;1;2018-01-21 10:45
4724;415;1,73;2;2018-01-21 11:48
4725;133;1,28;1;2018-01-21 12:48
4726;43;0,17;2;2018-01-21 13:42
4727;379;0,02;3;2018-01-21 14:33
4728;678;3,1;3;2018-01-21 15:57
4729;578;1,76;1;2018-01-21 17:12
4730;401;3,35;2;2018-01-21 17:59
4731;271;0,55;3;2018-01-21 18:35
4732;152;0,35;2;2018-01-21 19:51
4733;53;0,67;2;2018-01-21 20:48
4734;98;1,71;1;2018-01-21 21:41
4735;663;1,62;1;2018-01-21 22:29
4736;592;1,17;2;2018-01-21 23:25
4737;584;3,12;3;2018-01-22 00:04
4738;59;2,4;2;2018-01-22 00:33
4739;592;1,64;3;2018-01-22 01:45
4740;673;2,13;2;2018-01-22 02:10
4741;69;0,78;2;2018-01-22 03:38
4742;3;1,97;2;2018-01-22 03:51
4743;208;2,11;3;2018-01-22 04:46
4744;12;1,72;3;2018-01-22 05:59
4745;86;3,24;1;2018-01-22 06:40
4746;244;0,49;2;2018-01-22 08:06
4747;474;1,28;2;2018-01-22 08:32
4748;142;3,12;3;2018-01-22 09:51
4749;197;2,78;3;2018-01-22 10:02
4750;54;2,47;2;2018-01-22 10:37
4751;634;2,46;1;2018-01-22 11:05
4752;537;2,8;1;2018-01-22 11:13
4753;114;1,61;1;2018-01-22 11:46
4754;646;1,2;1;2018-01-22 12:33
4755;693;3,03;1;2018-01-22 13:30
4756;438;1,23;3;2018-01-22 13:34
4757;191;0,99;1;2018-01-22 14:14
4758;681;0,47;2;2018-01-22 14:41
4759;389;0,86;2;2018-01-22 16:09
4760;104;2,01;1;2018-01-22 17:19
4761;657;1,97;2;2018-01-22 18:02
4762;434;0,58;1;2018-01-22 19:30
4763;386;0,67;1;2018-01-22 20:14
4764;86;2,82;1;2018-01-22 21:35
4765;309;0,83;2;2018-01-22 21:45
4766;530;2,76;2;2018-01-22 22:26
4767;396;1,98;3;2018-01-22 22:56
4768;345;1,01;2;2018-01-23 00:12
4769;266;3,19;2;2018-01-23 01:08
4770;644;0,56;1;2018-01-23 01:30
4771;315;2,26;2;2018-01-23 02:49
4772;381;0,45;3;2018-01-23 03:29
4773;227;1,17;3;2018-01-23 04:44
4774;317;0,45;1;2018-01-23 05:50
4775;6;2,03;2;2018-01-23 07:04
4776;606;3,25;1;2018-01-23 07:41
4777;449;3,3;3;2018-01-23 09:12
4778;148;0,93;1;2018-01-23 09:21
4779;553;0,4;2;2018-01-23 09:38
4780;322;1,29;2;2018-01-23 10:47
4781;317;0,25;3;2018-01-23 12:10
4782;8;2,71;3;2018-01-23 12:27
4783;549;2,97;2;2018-01-23 12:59
4784;164;1,42;2;2018-01-23 14:06
4785;59;1,39;3;2018-01-23 15:06
4786;156;3,28;3;2018-01-23 15:41
4787;510;2,05;2;2018-01-23 15:47
4788;344;0,25;1;2018-01-23 16:56
4789;653;0,55;3;2018-01-23 17:33
4790;39;0,5;1;2018-01-23 18:41
4791;547;0,49;2;2018-01-23 19:34
4792;263;2,51;1;2018-01-23 20:34
4793;455;2,31;1;2018-01-23 22:06
4794;463;2,23;1;2018-01-23 22:18
4795;119;2,92;3;2018-01-23 22:31
4796;3;2,47;3;2018-01-23 23:04
4797;644;1,96;1;2018-01-23 23:57
4798;192;3,15;1;2018-01-24 00:02
4799;684;3,35;1;2018-01-24 00:20
4800;252;3,03;1;2018-01-24 01:46
4801;248;0,03;1;2018-01-24 02:03
4802;128;2,76;3;2018-01-24 02:29
4803;102;3;2;2018-01-24 03:27
4804;349;2,31;3;2018-01-24 04:44
4805;622;0,15;2;2018-01-24 05:22
4806;668;3,02;1;2018-01-24 05:25
4807;353;0,76;1;2018-01-24 06:42
4808;636;3,07;2;2018-01-24 07:38
4809;288;2,73;1;2018-01-24 08:29
4810;600;1,71;2;2018-01-24 08:58
4811;331;2,47;1;2018-01-24 09:24
4812;455;1,24;2;2018-01-24 10:12
4813;670;1,85;3;2018-01-24 11:28
4814;511;0,21;3;2018-01-24 12:02
4815;70;1,41;3;2018-01-24 13:28
4816;658;1,76;3;2018-01-24 14:48
4817;243;2,25;1;2018-01-24 14:58
4818;209;1,32;2;2018-01-24 15:54
4819;55;0,92;3;2018-01-24 17:27
4820;70;1,97;1;2018-01-24 17:32
4821;62;2,5;3;2018-01-24 18:54
4822;676;2,38;1;2018-01-24 18:55
4823;291;0,77;3;2018-01-24 18:57
4824;258;1,89;2;2018-01-24 19:25
4825;481;3,12;2;2018-01-24 20:12
4826;641;0,63;2;2018-01-24 21:28
4827;166;1,01;1;2018-01-24 21:54
4828;346;1,66;2;2018-01-24 23:23
4829;343;1,57;1;2018-01-25 00:55
4830;145;0,83;1;2018-01-25 02:17
4831;298;1,44;2;2018-01-25 02:30
4832;111;1,68;2;2018-01-25 03:46
4833;51;2,34;1;2018-01-25 04:26
4834;90;2,24;3;2018-01-25 04:40
4835;591;0,86;2;2018-01-25 05:09
4836;229;0,81;3;2018-01-25 05:34
4837;658;1,53;2;2018-01-25 07:07
4838;225;1,98;2;2018-01-25 08:26
4839;61;0,39;1;2018-01-25 09:05
4840;381;2,85;3;2018-01-25 10:07
4841;231;2,88;1;2018-01-25 10:08
4842;194;0,91;1;2018-01-25 11:10
4843;333;1,26;3;2018-01-25 11:57
4844;109;0,5;3;2018-01-25 12:49
4845;425;2,76;1;2018-01-25 14:08
4846;551;0,64;2;2018-01-25 14:13
4847;99;2,25;1;2018-01-25 14:59
4848;113;1,43;3;2018-01-25 15:55
4849;266;2,75;2;2018-01-25 16:05
4850;37;0,04;2;2018-01-25 16:49
4851;136;2,08;1;2018-01-25 18:22
4852;470;2,77;2;2018-01-25 19:18
4853;92;1,61;1;2018-01-25 19:38
4854;1;3,13;2;2018-01-25 20:24
4855;691;3,07;1;2018-01-25 21:49
4856;359;2,73;2;2018-01-25 21:59
4857;304;0,66;2;2018-01-25 21:59
4858;170;1,25;2;2018-01-25 22:19
4859;13;2,12;2;2018-01-25 23:09
4860;554;0,23;3;2018-01-25 23:52
4861;401;0,05;1;2018-01-26 00:25
4862;233;1,84;1;2018-01-26 00:57
4863;261;2,9;1;2018-01-26 01:06
4864;170;1,17;1;2018-01-26 01:26
4865;673;1,49;1;2018-01-26 02:09
4866;622;2,41;3;2018-01-26 03:37
4867;78;1,78;3;2018-01-26 04:16
4868;407;3,28;1;2018-01-26 04:38
4869;589;3,36;3;2018-01-26 06:06
4870;123;3,15;2;2018-01-26 06:37
4871;166;0,43;2;2018-01-26 07:42
4872;271;0,13;1;2018-01-26 08:20
4873;604;0,16;2;2018-01-26 08:38
4874;583;3,28;3;2018-01-26 09:07
4875;480;2,72;2;2018-01-26 10:19
4876;331;2,52;1;2018-01-26 11:39
4877;508;3,16;2;2018-01-26 13:03
4878;60;2,01;1;2018-01-26 13:31
4879;210;3,38;2;2018-01-26 13:58
4880;160;2,88;1;2018-01-26 14:15
4881;396;2;3;2018-01-26 15:49
4882;501;0,01;1;2018-01-26 16:34
4883;70;0,1;3;2018-01-26 18:05
4884;376;0,7;3;2018-01-26 19:14
4885;511;3,06;2;2018-01-26 19:56
4886;65;0,63;3;2018-01-26 21:21
4887;137;0,88;1;2018-01-26 21:27
4888;349;3,27;2;2018-01-26 22:48
4889;440;0,57;3;2018-01-26 23:20
4890;560;2,7;1;2018-01-27 00:01
4891;367;0,02;2;2018-01-27 00:58
4892;617;1,02;1;2018-01-27 01:16
4893;362;0,58;1;2018-01-27 02:33
4894;251;2,17;3;2018-01-27 03:59
4895;322;2,3;3;2018-01-27 05:26
4896;647;1,33;1;2018-01-27 05:39
4897;459;2,42;2;2018-01-27 06:33
4898;457;1,12;3;2018-01-27 06:49
4899;548;2,64;1;2018-01-27 07:10
4900;116;1,55;1;2018-01-27 07:17
4901;128;1,18;1;2018-01-27 08:23
4902;239;2,02;2;2018-01-27 09:36
4903;18;2,68;2;2018-01-27 09:39
4904;174;1,85;2;2018-01-27 10:54
4905;29;3,35;1;2018-01-27 12:15
4906;609;0,06;2;2018-01-27 13:32
4907;634;1,54;1;2018-01-27 14:27
4908;478;1,23;3;2018-01-27 14:45
4909;574;0,04;2;2018-01-27 16:01
4910;515;0,73;3;2018-01-27 16:33
4911;72;2,04;3;2018-01-27 17:04
4912;349;3,31;1;2018-01-27 18:17
4913;567;0,27;3;2018-01-27 18:28
4914;623;3,13;2;2018-01-27 19:03
4915;214;2,31;1;2018-01-27 19:16
4916;445;1,17;1;2018-01-27 20:38
4917;23;1,36;2;2018-01-27 21:06
4918;500;1,23;1;2018-01-27 22:17
4919;457;1,51;2;2018-01-27 22:33
4920;546;2,84;1;2018-01-27 22:46
4921;522;3;2;2018-01-27 23:54
4922;480;1,11;1;2018-01-28 01:27
4923;530;2,67;1;2018-01-28 02:31
4924;54;1,28;3;2018-01-28 03:01
4925;137;2,55;3;2018-01-28 03:50
4926;559;1,26;2;2018-01-28 05:20
4927;85;0,82;1;2018-01-28 05:35
4928;230;0,58;1;2018-01-28 06:11
4929;495;3,22;1;2018-01-28 06:35
4930;583;2,16;1;2018-01-28 06:46
4931;263;1,55;2;2018-01-28 07:35
4932;378;3,27;1;2018-01-28 08:05
4933;544;3,38;1;2018-01-28 08:41
4934;136;2,67;1;2018-01-28 09:28
4935;671;1,08;1;2018-01-28 10:33
4936;330;3,1;3;2018-01-28 10:58
4937;148;0,67;2;2018-01-28 12:04
4938;638;2,98;1;2018-01-28 12:57
4939;267;0,36;2;2018-01-28 13:55
4940;444;2,8;2;2018-01-28 14:24
4941;387;2,21;2;2018-01-28 15:53
4942;644;0,7;1;2018-01-28 16:55
4943;330;2,53;3;2018-01-28 18:02
4944;8;2,25;3;2018-01-28 18:15
4945;30;3,15;1;2018-01-28 18:24
4946;247;1,09;2;2018-01-28 19:08
4947;235;0,6;3;2018-01-28 20:08
4948;348;2,48;2;2018-01-28 20:23
4949;671;1,29;1;2018-01-28 21:23
4950;199;1,01;3;2018-01-28 21:42
4951;169;0,72;1;2018-01-28 22:35
4952;219;3,3;3;2018-01-28 23:16
4953;30;2,49;2;2018-01-28 23:55
4954;592;2,6;2;2018-01-28 23:57
4955;680;1,21;1;2018-01-29 00:20
4956;57;1,87;1;2018-01-29 01:04
4957;81;0,7;3;2018-01-29 02:34
4958;694;1,86;3;2018-01-29 02:45
4959;433;0,36;2;2018-01-29 04:17
4960;387;0,05;1;2018-01-29 05:36
4961;138;0,29;3;2018-01-29 06:57
4962;506;0,24;2;2018-01-29 07:00
4963;110;2,59;2;2018-01-29 07:40
4964;98;3,26;1;2018-01-29 08:38
4965;324;0,23;1;2018-01-29 09:01
4966;540;3,39;1;2018-01-29 10:15
4967;502;1,67;1;2018-01-29 11:23
4968;680;1,69;1;2018-01-29 12:10
4969;13;2,83;3;2018-01-29 13:02
4970;5;3,28;3;2018-01-29 14:27
4971;49;0,43;2;2018-01-29 15:31
4972;494;1,69;2;2018-01-29 16:43
4973;594;3,09;1;2018-01-29 17:55
4974;498;0,31;2;2018-01-29 18:43
4975;525;1,17;2;2018-01-29 20:15
4976;597;0,63;2;2018-01-29 20:32
4977;179;0,22;3;2018-01-29 20:44
4978;443;1,41;3;2018-01-29 21:58
4979;356;3,01;1;2018-01-29 22:55
4980;355;0,05;2;2018-01-29 23:36
4981;588;0,79;2;2018-01-30 00:00
4982;46;1,34;3;2018-01-30 00:02
4983;557;1,78;2;2018-01-30 01:11
4984;212;0,6;1;2018-01-30 01:59
4985;333;2,13;3;2018-01-30 03:11
4986;410;1,79;2;2018-01-30 03:34
4987;690;3,39;2;2018-01-30 04:13
4988;303;0,87;2;2018-01-30 05:28
4989;401;2,75;2;2018-01-30 05:50
4990;42;2,15;1;2018-01-30 06:24
4991;258;0,29;1;2018-01-30 07:14
4992;655;0,69;3;2018-01-30 08:02
4993;258;1,39;1;2018-01-30 09:17
4994;651;2,86;1;2018-01-30 10:02
4995;207;0,78;2;2018-01-30 11:29
4996;312;0,01;2;2018-01-30 11:51
4997;185;1,68;2;2018-01-30 11:51
4998;180;1,13;1;2018-01-30 12:49
4999;576;0,61;1;2018-01-30 13:56
5000;248;0,94;3;2018-01-30 14:26
5001;462;0,5;3;2018-01-30 15:53
5002;583;1,78;3;2018-01-30 16:25
5003;688;0,08;2;2018-01-30 17:07
5004;159;0,41;3;2018-01-30 18:37
5005;324;3,07;3;2018-01-30 20:07
5006;190;1,67;2;2018-01-30 21:00
5007;474;2,17;1;2018-01-30 21:25
5008;342;3,15;1;2018-01-30 22:42
5009;623;0,86;1;2018-01-31 00:11
5010;596;2,55;2;2018-01-31 00:11
5011;316;2,34;3;2018-01-31 01:14
5012;514;0,16;1;2018-01-31 01:30
5013;110;2,63;2;2018-01-31 01:43
5014;465;0,02;2;2018-01-31 03:14
5015;186;1,62;3;2018-01-31 04:28
5016;553;2,62;3;2018-01-31 04:45
5017;527;1,68;3;2018-01-31 05:14
5018;356;0,57;1;2018-01-31 05:17
5019;205;1,07;2;2018-01-31 05:50
5020;345;2,71;3;2018-01-31 06:06
5021;323;0,46;1;2018-01-31 06:11
5022;464;0,03;3;2018-01-31 06:13
5023;180;0,39;3;2018-01-31 06:14
5024;284;0,15;2;2018-01-31 06:18
5025;170;0,16;1;2018-01-31 07:02
5026;650;2,12;2;2018-01-31 07:09
5027;177;3,27;1;2018-01-31 07:14
5028;369;2,36;2;2018-01-31 07:17
5029;154;1,55;2;2018-01-31 07:50
5030;7;3,36;1;2018-01-31 08:07
5031;492;1,76;2;2018-01-31 08:19
5032;61;2,49;3;2018-01-31 08:51
5033;220;2,84;1;2018-01-31 08:58
5034;305;3,09;1;2018-01-31 10:13
5035;588;1,93;2;2018-01-31 11:03
5036;346;0,94;2;2018-01-31 11:11
5037;664;0,5;1;2018-01-31 12:06
5038;356;1,27;1;2018-01-31 12:43
5039;112;1,35;2;2018-01-31 13:33
5040;408;2,78;2;2018-01-31 13:52
5041;643;2,19;1;2018-01-31 15:10
5042;291;1,86;3;2018-01-31 16:35
5043;36;0,14;2;2018-01-31 18:06
5044;658;3,11;3;2018-01-31 19:36
5045;553;0,26;3;2018-01-31 19:42
5046;538;3,4;3;2018-01-31 20:00
5047;293;3,41;3;2018-01-31 20:26
5048;318;1,6;1;2018-01-31 20:38
5049;430;2,65;3;2018-01-31 21:11
5050;415;1,87;2;2018-01-31 21:34
5051;662;2,15;2;2018-01-31 22:17
5052;362;2,97;3;2018-01-31 22:25
5053;197;1,57;3;2018-01-31 22:34
5054;672;1,14;3;2018-01-31 23:34
5055;662;2,7;2;2018-02-01 00:33
5056;174;0,62;2;2018-02-01 01:32
5057;320;2,67;3;2018-02-01 02:54
5058;474;3,17;1;2018-02-01 03:06
5059;557;0,36;2;2018-02-01 03:06
5060;335;1,77;3;2018-02-01 04:06
5061;488;0,3;1;2018-02-01 04:49
5062;317;0,48;3;2018-02-01 05:12
5063;565;0,34;1;2018-02-01 06:42
5064;20;3,23;1;2018-02-01 08:12
5065;46;3,31;2;2018-02-01 09:20
5066;360;2,61;1;2018-02-01 09:38
5067;352;0,41;1;2018-02-01 10:03
5068;190;1,79;3;2018-02-01 10:18
5069;549;3,08;3;2018-02-01 11:14
5070;198;0,02;2;2018-02-01 11:34
5071;255;1,86;3;2018-02-01 12:20
5072;177;2,81;3;2018-02-01 13:30
5073;304;2,36;1;2018-02-01 15:04
5074;329;1,46;2;2018-02-01 16:29
5075;214;0,37;1;2018-02-01 16:30
5076;87;0,02;3;2018-02-01 16:34
5077;40;2,13;1;2018-02-01 17:21
5078;58;2,7;2;2018-02-01 17:59
5079;644;0,76;3;2018-02-01 18:48
5080;33;1,55;1;2018-02-01 19:09
5081;319;2,39;2;2018-02-01 20:07
5082;372;2,85;2;2018-02-01 21:31
5083;138;0,08;1;2018-02-01 21:40
5084;48;0,1;3;2018-02-01 22:30
5085;652;0,52;3;2018-02-01 22:53
5086;408;0,05;1;2018-02-01 23:07
5087;100;0,43;1;2018-02-02 00:19
5088;195;0,1;2;2018-02-02 01:46
5089;592;1,38;1;2018-02-02 02:29
5090;655;0,75;1;2018-02-02 03:33
5091;655;1,02;2;2018-02-02 03:47
5092;341;1,54;2;2018-02-02 05:14
5093;3;2,62;3;2018-02-02 06:42
5094;37;2,55;2;2018-02-02 06:46
5095;669;1,47;1;2018-02-02 07:33
5096;255;2,04;2;2018-02-02 08:53
5097;567;3,36;2;2018-02-02 09:13
5098;533;0,01;1;2018-02-02 10:37
5099;340;0,91;2;2018-02-02 12:03
5100;181;0,2;2;2018-02-02 12:27
5101;162;1,38;3;2018-02-02 13:05
5102;135;1,36;2;2018-02-02 14:28
5103;327;2,85;3;2018-02-02 15:26
5104;98;2,71;3;2018-02-02 16:51
5105;314;1,64;2;2018-02-02 18:06
5106;424;2,6;2;2018-02-02 18:21
5107;418;0,12;1;2018-02-02 19:35
5108;275;3,17;1;2018-02-02 20:09
5109;2;0,69;1;2018-02-02 21:07
5110;94;0,51;1;2018-02-02 21:27
5111;219;2,28;1;2018-02-02 23:00
5112;540;2,47;1;2018-02-02 23:26
5113;283;1,94;2;2018-02-03 00:22
5114;264;0,11;1;2018-02-03 01:36
5115;374;1,4;3;2018-02-03 02:09
5116;351;1,28;3;2018-02-03 03:15
5117;494;0,95;3;2018-02-03 04:17
5118;76;2,47;1;2018-02-03 04:35
5119;481;1,97;2;2018-02-03 04:59
5120;61;0,93;3;2018-02-03 05:59
5121;105;1,43;3;2018-02-03 07:09
5122;274;2,76;2;2018-02-03 07:21
5123;224;2,98;2;2018-02-03 07:41
5124;13;0,86;3;2018-02-03 08:38
5125;44;0,63;3;2018-02-03 09:17
5126;30;0,29;1;2018-02-03 10:12
5127;583;0,2;1;2018-02-03 10:49
5128;224;0,15;2;2018-02-03 11:43
5129;577;2,53;1;2018-02-03 12:07
5130;306;0,07;3;2018-02-03 12:42
5131;411;0,81;3;2018-02-03 13:49
5132;33;1,5;2;2018-02-03 15:18
5133;675;1,44;3;2018-02-03 15:59
5134;448;0,83;1;2018-02-03 17:05
5135;426;3,13;3;2018-02-03 17:08
5136;442;0,5;1;2018-02-03 17:25
5137;509;1,33;3;2018-02-03 18:47
5138;462;2,81;3;2018-02-03 20:06
5139;495;2,95;3;2018-02-03 20:41
5140;116;3;2;2018-02-03 21:26
5141;550;0,5;1;2018-02-03 21:41
5142;491;0,44;2;2018-02-03 22:44
5143;509;1,27;2;2018-02-03 23:38
5144;319;1,93;2;2018-02-03 23:55
5145;59;2,51;2;2018-02-04 00:12
5146;270;1,02;1;2018-02-04 00:30
5147;154;3,12;2;2018-02-04 01:52
5148;344;1,67;3;2018-02-04 02:35
5149;219;0,69;1;2018-02-04 03:04
5150;664;1,49;2;2018-02-04 03:53
5151;303;1,19;1;2018-02-04 04:49
5152;370;1,1;2;2018-02-04 06:18
5153;37;1,05;3;2018-02-04 06:45
5154;661;0,35;1;2018-02-04 07:20
5155;607;1,37;2;2018-02-04 07:31
5156;227;2,17;3;2018-02-04 08:46
5157;72;2,84;1;2018-02-04 09:20
5158;298;3;1;2018-02-04 10:06
5159;404;0,09;2;2018-02-04 10:09
5160;646;0,99;3;2018-02-04 10:20
5161;82;0,46;3;2018-02-04 11:08
5162;652;3,01;2;2018-02-04 11:10
5163;299;2,08;2;2018-02-04 11:17
5164;628;0,29;1;2018-02-04 11:35
5165;569;1,5;1;2018-02-04 12:52
5166;152;0,41;2;2018-02-04 14:12
5167;48;0,15;2;2018-02-04 15:45
5168;247;2,64;3;2018-02-04 16:29
5169;535;3,3;1;2018-02-04 17:57
5170;42;0,79;1;2018-02-04 19:08
5171;301;1,97;3;2018-02-04 20:22
5172;612;0,63;3;2018-02-04 21:43
5173;474;1,43;2;2018-02-04 21:50
